ro,Rancho El Socorro,10,,24.516667,-103.916667
mx,rancho la esperanza,Rancho La Esperanza,07,,25.533333,-103.283333
mx,rancho la esperanza,Rancho La Esperanza,19,,24.802222,-99.548611
mx,rancho la esperanza,Rancho La Esperanza,26,,29.4,-110.15
mx,rancho la esperanza,Rancho La Esperanza,28,,25.933333,-98.383333
mx,rancho la espuela,Rancho La Espuela,06,,26.433333,-106.366667
mx,rancho la estancia,Rancho La Estancia,10,,24.683333,-104.716667
mx,rancho la estanzuela,Rancho La Estanzuela,06,,27.133333,-105.95
mx,rancho la estrella,Rancho La Estrella,19,,24.946667,-99.803889
mx,rancho la feliciana,Rancho La Feliciana,26,,29.166667,-110.233333
mx,rancho la florida,Rancho La Florida,28,,25.983333,-98.466667
mx,rancho la flor,Rancho La Flor,10,,24.548889,-104.138333
mx,rancho la flor,Rancho La Flor,19,,25.05,-100.633333
mx,rancho la fortuna,Rancho La Fortuna,10,,24.65,-103.933333
mx,rancho la fresadita,Rancho La Fresadita,19,,25.55,-99.4
mx,rancho la gacha,Rancho La Gacha,07,,28.133333,-101.516667
mx,rancho la galera blanca,Rancho La Galera Blanca,07,,25.183333,-100.833333
mx,rancho la galera,Rancho La Galera,06,,30.9,-108.166667
mx,rancho la galera,Rancho La Galera,26,,26.716667,-109.733333
mx,rancho la gamuza,Rancho La Gamuza,07,,25.833333,-101.116667
mx,rancho la garita,Rancho La Garita,19,,25.15,-99.916667
mx,rancho la garrapata,Rancho La Garrapata,26,,31.4,-111.666667
mx,rancho la gaviota,Rancho La Gaviota,07,,27.333333,-101.2
mx,rancho la gaviota,Rancho La Gaviota,19,,26.1,-100.066667
mx,rancho la generala,Rancho La Generala,06,,28.6,-107.583333
mx,rancho la gerarda,Rancho La Gerarda,26,,31.241667,-112.073333
mx,rancho la gloria de estadillo,Rancho La Gloria de Estadillo,06,,26.866667,-103.966667
mx,rancho la gloria de estadil,Rancho La Gloria de Estadil,06,,26.866667,-103.966667
mx,rancho la gloria,Rancho La Gloria,02,,32.433333,-117.016667
mx,rancho la gloria,Rancho La Gloria,06,,27.133333,-104.883333
mx,rancho la gloria,Rancho La Gloria,19,,25.183333,-100.75
mx,rancho la gloria,Rancho La Gloria,28,,24.116667,-99.383333
mx,rancho lagos de moreno,Rancho Lagos de Moreno,10,,26.283333,-104
mx,rancho la gotera,Rancho La Gotera,10,,26.35,-105.533333
mx,rancho la goya,Rancho La Goya,07,,27.033333,-101.816667
mx,rancho la granja,Rancho La Granja,07,,26.866667,-101.466667
mx,rancho la granja,Rancho La Granja,26,,30.05,-109.783333
mx,rancho la grulla,Rancho La Grulla,07,,25.45,-103.116667
mx,rancho la grulla,Rancho La Grulla,19,,26.283333,-100.55
mx,rancho la guadiana,Rancho La Guadiana,28,,26.266667,-99.25
mx,rancho la guasa,Rancho La Guasa,25,,27,-108.386389
mx,rancho la guitarrilla,Rancho La Guitarrilla,10,,25.966667,-104.8
mx,rancho laguna de los caballos,Rancho Laguna de los Caballos,06,,26.866667,-107.066667
mx,rancho laguna seca,Rancho Laguna Seca,28,,24.8,-98.033333
mx,rancho lagunas,Rancho Lagunas,07,,27.616667,-101.783333
mx,rancho lagunilla,Rancho Lagunilla,07,,25.616667,-101.8
mx,rancho la hacienda,Rancho La Hacienda,06,,27.05,-108.45
mx,rancho la hechicera,Rancho La Hechicera,02,,32.433333,-116.233333
mx,rancho la hedionda,Rancho La Hedionda,07,,27.983333,-101.666667
mx,rancho la herradura,Rancho La Herradura,06,,28.916667,-105.85
mx,rancho la herradura,Rancho La Herradura,26,,31.044722,-111.934722
mx,rancho la huertana,Rancho La Huértana,07,,27.283333,-103.466667
mx,rancho la huerta,Rancho La Huerta,10,,24.883333,-103.7
mx,rancho la huertita,Rancho La Huertita,26,,30.016667,-110.2
mx,rancho la iguana,Rancho La Iguana,19,,26.9,-100.216667
mx,rancho la iguana,Rancho La Iguana,26,,26.620278,-108.962222
mx,rancho la india,Rancho La India,26,,28.816667,-111.533333
mx,rancho la india,Rancho La India,28,,25.1,-98.15
mx,rancho la inmaculada,Rancho La Inmaculada,26,,29.916667,-111.8
mx,rancho la isla,Rancho La Isla,07,,27.966667,-101.65
mx,rancho la jaimea,Rancho La Jaimea,26,,28.333333,-110.6
mx,rancho la jarita,Rancho La Jarita,19,,26.2,-100.65
mx,rancho lajitas,Rancho Lajitas,19,,27.233333,-100.45
mx,rancho la joya,Rancho La Joya,06,,26.266667,-106.466667
mx,rancho la joya,Rancho La Joya,19,,26.133333,-100.166667
mx,rancho la joya,Rancho La Joya,26,,30.133333,-108.9
mx,rancho la joyita,Rancho La Joyita,06,,30.85,-108.15
mx,rancho la junta,Rancho La Junta,06,,27.4,-108.05
mx,rancho la junta,Rancho La Junta,26,,29.516667,-110.133333
mx,rancho la laborcita,Rancho La Laborcita,06,,26.85,-105.7
mx,rancho la labor,Rancho La Labor,26,,26.879444,-108.797222
mx,rancho la laguna,Rancho La Laguna,02,,32.029167,-115.938889
mx,rancho la laguna,Rancho La Laguna,06,,27.9,-107.8
mx,rancho la laguna,Rancho La Laguna,26,,30.366667,-111.383333
mx,rancho la laja,Rancho La Laja,06,,27.266667,-107.433333
mx,rancho la laja,Rancho La Laja,10,,24.251389,-105.601389
mx,rancho la laja,Rancho La Laja,19,,27.333333,-100.383333
mx,rancho la lajilla,Rancho La Lajilla,19,,25.083333,-99.6
mx,rancho la lajita,Rancho La Lajita,07,,27.216667,-100.866667
mx,rancho la leona,Rancho La Leona,19,,25.010278,-99.865
mx,rancho la libertad,Rancho La Libertad,10,,26.366667,-104.066667
mx,rancho la libertad,Rancho La Libertad,19,,25.366667,-99.566667
mx,rancho la loba,Rancho La Loba,07,,27.3,-100.833333
mx,rancho la lobera,Rancho La Lobera,06,,26.833333,-107.066667
mx,rancho la lobera,Rancho La Lobera,26,,27.933333,-109.216667
mx,rancho la loca,Rancho La Loca,06,,28.483333,-105.633333
mx,rancho la loca,Rancho La Loca,28,,24.216667,-98.1
mx,rancho la lomita,Rancho La Lomita,07,,25.266667,-100.766667
mx,rancho la lomita,Rancho La Lomita,19,,26.033333,-98.966667
mx,rancho la lunena,Rancho La Luneña,28,,26.816667,-99.416667
mx,rancho la luz,Rancho La Luz,06,,26.983333,-103.9
mx,rancho la luz,Rancho La Luz,07,,27.35,-101.283333
mx,rancho la luz,Rancho La Luz,10,,24.4,-104.383333
mx,rancho la luz,Rancho La Luz,28,,24.283333,-98.4
mx,rancho la majada,Rancho La Majada,06,,27.383333,-106.35
mx,rancho la majada,Rancho La Majada,26,,29.416667,-110.766667
mx,rancho la mano,Rancho La Mano,26,,28.933333,-109.366667
mx,rancho la maquina,Rancho La Máquina,06,,30.566667,-105.883333
mx,rancho la maquina,Rancho La Máquina,26,,30.776667,-112.094722
mx,rancho la maroma,Rancho La Maroma,32,,24.833333,-101.683333
mx,rancho la melendrena,Rancho La Melendrena,10,,26.416667,-104.8
mx,rancho la melona,Rancho La Melona,28,,24.333333,-99.216667
mx,rancho la mercedes,Rancho La Mercedes,26,,28.65,-110.016667
mx,rancho la merced,Rancho La Merced,07,,27.766667,-102.633333
mx,rancho la merceo,Rancho La Merceo,10,,26.283333,-104.383333
mx,rancho la mesa,Rancho La Mesa,06,,30.35,-108.066667
mx,rancho la mesa,Rancho La Mesa,19,,26.616667,-100.866667
mx,rancho la mesa,Rancho La Mesa,24,,24.083333,-100.633333
mx,rancho la mesa,Rancho La Mesa,28,,24.833333,-98.333333
mx,rancho la mesita,Rancho La Mesita,19,,24.683333,-100.116667
mx,rancho la mexicana,Rancho La Mexicana,26,,30.933333,-110.266667
mx,rancho la mextena,Rancho La Mexteña,26,,29.4,-110.85
mx,rancho la mezquitosa,Rancho La Mezquitosa,07,,27.966667,-100.883333
mx,rancho la mezquitos,Rancho La Mezquitos,07,,27.633333,-100.516667
mx,rancho la miel,Rancho La Miel,10,,25.466667,-105.85
mx,rancho la milpita,Rancho La Milpita,26,,30.483333,-109.633333
mx,rancho la mina,Rancho La Mina,26,,26.831667,-108.617778
mx,rancho la minita,Rancho La Minita,06,,28.683333,-106.816667
mx,rancho la miria,Rancho La Miria,10,,26.066667,-105.066667
mx,rancho la mision,Rancho La Misión,07,,27.866667,-101.55
mx,rancho la mision,Rancho La Misión,25,,26.311389,-108.775556
mx,rancho la mocha,Rancho La Mocha,26,,28.983333,-111.633333
mx,rancho la moraga,Rancho La Moraga,26,,30.666667,-111.133333
mx,rancho la mora,Rancho La Mora,06,,29.583333,-105.233333
mx,rancho la mora,Rancho La Mora,07,,24.883333,-101.216667
mx,rancho la mora,Rancho La Mora,19,,25.133333,-99.683333
mx,rancho la mora,Rancho La Mora,26,,30.066667,-109.316667
mx,rancho la morita del pastor,Rancho La Morita del Pastor,06,,29.283333,-105.4
mx,rancho la morita,Rancho La Morita,19,,26.5,-100.3
mx,rancho la morita,Rancho La Morita,26,,30.583333,-108.95
mx,rancho la morita,Rancho La Morita,28,,26.283333,-99.183333
mx,rancho la mosca,Rancho La Mosca,06,,29.1,-107.366667
mx,rancho la mota nuevo,Rancho La Mota Nuevo,06,,31.333333,-107.533333
mx,rancho la mota,Rancho La Mota,06,,27.1,-104.9
mx,rancho la mota,Rancho La Mota,07,,26.816667,-101.1
mx,rancho la mota,Rancho La Mota,28,,25.8,-97.55
mx,rancho lampacitos,Rancho Lampacitos,07,,27.316667,-101.216667
mx,rancho lamparo,Rancho Lamparo,06,,26.85,-105.266667
mx,rancho la muralia,Rancho La Muralia,10,,24.916667,-104.135
mx,rancho la muralla,Rancho La Muralla,28,,24.05,-98.1
mx,rancho la naya,Rancho La Naya,26,,30.995833,-111.971389
mx,rancho la nopalera,Rancho La Nopalera,06,,27.05,-106.766667
mx,rancho la noria de guadalupe,Rancho La Noria de Guadalupe,32,,24.316667,-101.35
mx,rancho la noria,Rancho La Noria,06,,26.95,-106.433333
mx,rancho la noria,Rancho La Noria,10,,26.633333,-104.133333
mx,rancho la noria,Rancho la Noria,19,,24.816389,-99.479444
mx,rancho la noria,Rancho La Noria,26,,27.633333,-109.583333
mx,rancho la noria,Rancho La Noria,28,,24.8,-98.816667
mx,rancho la norita,Rancho La Norita,07,,27.616667,-101.1
mx,rancho la norma,Rancho La Norma,19,,25.9,-98.683333
mx,rancho la nortena,Rancho La Norteña,26,,30.85,-112.783333
mx,rancho lantrisco,Rancho Lantrisco,19,,26.2,-100.183333
mx,rancho la nueva argentia,Rancho La Nueva Argentia,19,,25.133333,-100.5
mx,rancho la nutria,Rancho La Nutria,28,,25.383333,-98.2
mx,rancho la pachona,Rancho La Pachona,19,,25.733333,-100.4
mx,rancho la palma,Rancho La Palma,26,,28.65,-111.016667
mx,rancho la palma,Rancho La Palma,28,,26.166667,-98.716667
mx,rancho la palmita,Rancho La Palmita,26,,29.866667,-109.433333
mx,rancho la paloma,Rancho La Paloma,26,,28.65,-110.616667
mx,rancho la palotada,Rancho La Palotada,06,,30.966667,-108.283333
mx,rancho la pandura,Rancho La Pandura,06,,27.25,-108.3
mx,rancho la parda,Rancho La Parda,19,,25.05,-99.366667
mx,rancho la parida,Rancho La Parida,10,,26.45,-105
mx,rancho la parrilla,Rancho La Parrilla,26,,31.033333,-110.883333
mx,rancho la pasta,Rancho La Pasta,07,,27.266667,-102.6
mx,rancho la paz,Rancho La Paz,06,,26.983333,-105.033333
mx,rancho la paz,Rancho La Paz,26,,31.033333,-110.6
mx,rancho la pedregosa,Rancho La Pedregosa,02,,32.483333,-116.833333
mx,rancho la peinada,Rancho La Peinada,19,,26.6,-100.033333
mx,rancho la pelota,Rancho La Pelota,07,,26.166667,-102.183333
mx,rancho la pena,Rancho La Peña,07,,25.45,-102.566667
mx,rancho la penita,Rancho La Peñita,07,,27.433333,-100.483333
mx,rancho la pequena,Rancho La Pequeña,19,,25.066667,-100.65
mx,rancho la pera,Rancho La Pera,26,,30.633333,-109.616667
mx,rancho la peria,Rancho La Peria,07,,27.75,-100.466667
mx,rancho la piedra esorita,Rancho La Piedra Esorita,19,,25.166667,-99.966667
mx,rancho la piedra,Rancho La Piedra,19,,25.833333,-99.483333
mx,rancho la piedra,Rancho La Piedra,28,,24.283333,-98.616667
mx,rancho la pistola,Rancho La Pistola,07,,27.6,-103.45
mx,rancho la pitahaya,Rancho La Pitahaya,26,,29.233333,-110.266667
mx,rancho la pita,Rancho La Pita,28,,24.35,-99.183333
mx,rancho la pitaya,Rancho La Pitaya,19,,27.2,-100.583333
mx,rancho lapiz viejo,Rancho Lápiz Viejo,26,,28.616667,-110.483333
mx,rancho la placeta,Rancho La Placeta,26,,28.75,-110.616667
mx,rancho la planchada,Rancho La Planchada,07,,27.333333,-103.633333
mx,rancho la plata,Rancho La Plata,10,,25.7,-103.566667
mx,rancho la playa,Rancho La Playa,26,,28.85,-111.183333
mx,rancho la plaza,Rancho La Plaza,26,,29.066667,-109.4
mx,rancho la polka,Rancho La Polka,26,,28.9,-111.15
mx,rancho la pompa,Rancho La Pompa,07,,25.266667,-101.25
mx,rancho la pompeya,Rancho La Pompeya,07,,25.25,-100.6
mx,rancho la potable,Rancho La Potable,26,,26.833333,-109.533333
mx,rancho la poza,Rancho La Poza,02,,31.566667,-116.5
mx,rancho la poza,Rancho La Poza,26,,28.1,-111.033333
mx,rancho la presa,Rancho La Presa,19,,26.383333,-100.6
mx,rancho la presa,Rancho La Presa,28,,24.983333,-98.666667
mx,rancho la presita de arzola,Rancho La Presita de Arzola,19,,24.1,-100.416667
mx,rancho la presita,Rancho La Presita,07,,28.6,-101.233333
mx,rancho la presita,Rancho La Presita,19,,25.583333,-98.616667
mx,rancho la primavera,Rancho La Primavera,26,,30.85,-112.833333
mx,rancho la primera,Rancho La Primera,07,,27.966667,-101.333333
mx,rancho la productora,Rancho La Productora,28,,24.766667,-97.933333
mx,rancho la providencia,Rancho La Providencia,19,,24.35,-100.183333
mx,rancho la puente,Rancho La Puente,19,,27.116667,-100.6
mx,rancho la puerca,Rancho La Puerca,26,,28.9,-111.116667
mx,rancho la puerta del cajon,Rancho La Puerta del Cajón,26,,30.8,-110.766667
mx,rancho la puerta del capulin,Rancho La Puerta del Capulín,07,,27.583333,-101.833333
mx,rancho la puerta de san miguel,Rancho La Puerta de San Miguel,07,,25,-100.966667
mx,rancho la puerta,Rancho La Puerta,02,,32.533333,-116.666667
mx,rancho la puerta,Rancho La Puerta,06,,27.683333,-106.1
mx,rancho la puerta,Rancho La Puerta,07,,26.916667,-101.5
mx,rancho la puerta,Rancho La Puerta,10,,26.266667,-104.783333
mx,rancho la puerta,Rancho La Puerta,19,,26.966667,-100.25
mx,rancho la puerta,Rancho La Puerta,25,,24.074167,-106.01
mx,rancho la puerta,Rancho La Puerta,28,,24.766667,-97.783333
mx,rancho la puerta verde,Rancho La Puerta Verde,07,,27.883333,-100.95
mx,rancho la punta,Rancho la Punta,05,,14.645,-92.243889
mx,rancho la purica,Rancho La Púrica,26,,30.45,-109.683333
mx,rancho la purisima,Rancho La Purisima,07,,27.533333,-101.783333
mx,rancho la purisima,Rancho La Purisima,10,,24.116667,-104.516667
mx,rancho la purisima,Rancho La Purisima,19,,26.116667,-100.433333
mx,rancho la purisima,Rancho La Purisima,28,,24.633333,-99.35
mx,rancho la quinta chilla,Rancho La Quinta Chilla,06,,30.866667,-108.266667
mx,rancho la quinta chilla,Rancho La Quinta Chilla,26,,27.15,-109.7
mx,rancho la quinta,Rancho La Quinta,26,,27.3,-108.633333
mx,rancho la rajada,Rancho La Rajada,26,,31.233333,-111.333333
mx,rancho la raja,Rancho La Raja,26,,29.316667,-110.366667
mx,rancho la rana,Rancho La Rana,07,,27.55,-101.1
mx,rancho la reforma,Rancho La Reforma,06,,26.85,-105.566667
mx,rancho la reforma,Rancho La Reforma,07,,25.333333,-100.75
mx,rancho la reforma,Rancho La Reforma,28,,25.116667,-99.05
mx,rancho la represa,Rancho La Represa,19,,27.116667,-100.65
mx,rancho la retama,Rancho La Retama,19,,26.216667,-99.266667
mx,rancho largo,Rancho Largo,19,,23.635278,-100.1875
mx,rancho largo,Rancho Largo,22,,20.702778,-100.438889
mx,rancho la rodada,Rancho La Rodada,07,,25.3,-100.716667
mx,rancho la rodada,Rancho La Rodada,10,,26.616667,-105.266667
mx,rancho la rodaja,Rancho La Rodaja,07,,28.083333,-100.533333
mx,rancho la romerena,Rancho La Romereña,06,,27.833333,-105
mx,rancho la rosa,Rancho La Rosa,07,,27.7,-101.416667
mx,rancho la rosa,Rancho La Rosa,28,,24.016667,-98.566667
mx,rancho la rosita,Rancho La Rosita,06,,28.116667,-105.5
mx,rancho la rosita,Rancho La Rosita,07,,27.533333,-101.45
mx,rancho la rosita,Rancho La Rosita,19,,26.916667,-100.5
mx,rancho la rosita,Rancho La Rosita,28,,24.666667,-99.166667
mx,rancho la sabana,Rancho La Sabana,19,,27.133333,-100.533333
mx,rancho la sabina,Rancho La Sabina,07,,25.55,-101.516667
mx,rancho la sabina,Rancho La Sabina,10,,25.916667,-104.85
mx,rancho las adjuntas de abajo,Rancho Las Adjuntas de Abajo,19,,26.083333,-100.65
mx,rancho las adjuntas de arriba,Rancho Las Adjuntás de Arriba,19,,26.1,-100.666667
mx,rancho las adjuntas,Rancho Las Adjuntas,06,,26.783333,-105.85
mx,rancho las adjuntas,Rancho Las Adjuntas,19,,25.066667,-100.116667
mx,rancho las adjuntas,Rancho Las Adjuntas,28,,24.866667,-98.466667
mx,rancho las aguilillas,Rancho Las Aguilillas,19,,26.416667,-100.3
mx,rancho la salada,Rancho La Salada,06,,31.233333,-108.083333
mx,rancho la salada,Rancho La Salada,19,,26.116667,-100.716667
mx,rancho la salada,Rancho La Salada,26,,29.4,-111.033333
mx,rancho las alazanas,Rancho Las Alazanas,19,,25.466667,-99.75
mx,rancho las alesnas,Rancho Las Alesnas,26,,30.6025,-112.435
mx,rancho la salina,Rancho La Salina,02,,32.0825,-116.883611
mx,rancho las amarillas,Rancho Las Amarillas,10,,25.9,-103.966667
mx,rancho las americas del norte,Rancho Las Americas del Norte,28,,24.466667,-97.966667
mx,rancho las americas del sur,Rancho Las Americas del Sur,28,,24.45,-97.983333
mx,rancho las ammas,Rancho Las Ammas,10,,26.55,-105.733333
mx,rancho las anacuas,Rancho Las Anacuas,19,,24.744444,-99.752222
mx,rancho la sandia,Rancho La Sandia,19,,26.066667,-100.35
mx,rancho la sandia,Rancho La Sandia,26,,30.233333,-111.283333
mx,rancho la sandia,Rancho La Sandia,28,,26.1,-99.083333
mx,rancho la sanguijuela,Rancho La Sanguijuela,06,,30.066667,-107.416667
mx,rancho las animas,Rancho Las Animas,02,,31.633333,-116.516667
mx,rancho las animas,Rancho Las Animas,07,,26.866667,-100.966667
mx,rancho las animas,Rancho Las Animas,10,,24.325278,-105.528056
mx,rancho las animas,Rancho Las Animas,19,,24.983333,-100.716667
mx,rancho las animas,Rancho Las Animas,26,,30.2,-111.316667
mx,rancho las animas,Rancho Las Animas,32,,24.433333,-101.616667
mx,rancho las antonias,Rancho Las Antonias,07,,28.933333,-102.2
mx,rancho la sardina,Rancho La Sardina,19,,24.966667,-100.466667
mx,rancho las arenosas,Rancho Las Arenosas,06,,27.783333,-104.75
mx,rancho las arilleras,Rancho Las Arilleras,26,,27.816667,-109.616667
mx,rancho las auras,Rancho Las Auras,28,,26.4,-99.316667
mx,rancho las blancas,Rancho Las Blancas,28,,26.95,-99.516667
mx,rancho las boquillas,Rancho Las Boquillas,06,,26.616667,-105.566667
mx,rancho las cabras,Rancho Las Cabras,07,,26.966667,-100.966667
mx,rancho las cabras,Rancho Las Cabras,28,,24,-98.333333
mx,rancho las calaveras,Rancho Las Calaveras,26,,28.983333,-110.233333
mx,rancho las calenturas,Rancho Las Calenturas,26,,30.600278,-112.394722
mx,rancho las camelias,Rancho Las Camelias,06,,27.033333,-105.25
mx,rancho las carreras,Rancho Las Carreras,28,,24.5,-97.75
mx,rancho las chichiguas,Rancho Las Chichiguas,02,,32.004444,-116.762778
mx,rancho las chivas,Rancho Las Chivas,26,,31.233333,-110.35
mx,rancho las chollas,Rancho Las Chollas,26,,31.216667,-111.35
mx,rancho las colmenas,Rancho Las Colmenas,19,,24.653056,-99.698889
mx,rancho las conchas,Rancho Las Conchas,07,,27.766667,-101.183333
mx,rancho las cuevas de abajo,Rancho Las Cuevas de Abajo,06,,26.783333,-105.516667
mx,rancho las cuevas,Rancho Las Cuevas,07,,28.416667,-101.333333
mx,rancho las cuevas,Rancho Las Cuevas,19,,27.316667,-99.8
mx,rancho las cuevas,Rancho Las Cuevas,26,,30.816667,-108.966667
mx,rancho las cuevitas,Rancho Las Cuevitas,26,,29.2,-109.533333
mx,rancho las delicias,Rancho Las Delicias,07,,26.766667,-101.55
mx,rancho las delicias,Rancho Las Delicias,26,,31.105278,-111.778056
mx,rancho la selva,Rancho La Selva,06,,28.85,-106.816667
mx,rancho las encinillas,Rancho Las Encinillas,07,,25.433333,-102.016667
mx,rancho las enramadas,Rancho Las Enramadas,07,,26.8,-100.916667
mx,rancho las enramadas,Rancho Las Enramadas,28,,24.8,-98.616667
mx,rancho las escobas,Rancho Las Escobas,02,,30.55,-115.933333
mx,rancho las escobas,Rancho Las Escobas,06,,26.733333,-104.45
mx,rancho las esperanzas,Rancho Las Esperanzas,07,,27.35,-101.65
mx,rancho las esperanzas,Rancho Las Esperanzas,10,,26.45,-103.983333
mx,rancho las estacas,Rancho Las Estacas,10,,25.133333,-105.933333
mx,rancho las estacas,Rancho Las Estacas,19,,27.166667,-100.75
mx,rancho las flores,Rancho Las Flores,07,,27.05,-102.133333
mx,rancho las flores,Rancho Las Flores,19,,25.45,-99.4
mx,rancho las flores,Rancho Las Flores,28,,24.053611,-99.471389
mx,rancho las galeras,Rancho Las Galeras,26,,31.166667,-110.6
mx,rancho las gallinas,Rancho Las Gallinas,26,,31.033333,-110.316667
mx,rancho las garzas,Rancho Las Garzas,06,,27.816667,-105.183333
mx,rancho las germanitas,Rancho Las Germanitas,19,,25.216667,-100.033333
mx,rancho las glorias,Rancho Las Glorias,10,,26.533333,-104.016667
mx,rancho las granjas,Rancho Las Granjas,10,,26.466667,-104
mx,rancho las guasimas,Rancho Las Guasimas,25,,26.033333,-108.716667
mx,rancho las gueras,Rancho Las Güeras,10,,25.733333,-104.816667
mx,rancho las huertas,Rancho Las Huertas,06,,28.683333,-107.866667
mx,rancho la sierra,Rancho La Sierra,28,,25.25,-98.45
mx,rancho la sierrita,Rancho La Sierrita,26,,28.516667,-111.25
mx,rancho las iguanas,Rancho Las Iguanas,26,,27.3,-109.65
mx,rancho la silla,Rancho La Silla,10,,22.85,-104.4
mx,rancho las islas,Rancho Las Islas,07,,28.033333,-102.066667
mx,rancho las jaras,Rancho Las Jaras,06,,27.416667,-105.15
mx,rancho las jaras,Rancho Las Jaras,19,,26.616667,-100.033333
