gtingchi,Chingtingchi,01,,33.618611,116.431667
cn,chiqi,Chiqi,07,,27.385833,118.778611
cn,chiqing,Chiqing,14,,31.3,97.8
cn,chiqtim,Chiqtim,13,,43,90.6
cn,chirabazar,ChiraBazar,13,,37.005278,80.804722
cn,chira,Chira,13,,37.005278,80.804722
cn,chirong,Chirong,14,,31.503,94.603
cn,chiru,Chiru,14,,31.501,94.001
cn,chiru gongshe,Chiru Gongshe,14,,31.502,94.002
cn,chisha,Chisha,01,,30.990226,118.132429
cn,chisha,Chisha,03,,25.643128,115.912361
cn,chisha,Chisha,07,,26.64382,120.065478
cn,chisha,Chisha,16,,21.583333,108.45
cn,chisha,Chisha,26,,34.5,106.7
cn,chishacun,Chishacun,30,,22.742969,114.756974
cn,chishahsu,Chishahsu,16,,21.583333,108.45
cn,chishaihsien,Chishaihsien,03,,27.198994,115.119628
cn,chishajing,Chishajing,03,,25.597386,115.45936
cn,chishanchen,Chishanchen,01,,31.091389,117.413333
cn,chishanchi,Chishanchi,25,,35.615833,115.641389
cn,chishan,Chishan,01,,31.091389,117.413333
cn,chishan,Chishan,02,,30.656082,119.78136
cn,chishan,Chishan,03,,29.625755,115.734567
cn,chishan,Chishan,04,,34.633333,116.8
cn,chishan,Chishan,07,,26.261103,117.708777
cn,chishan,Chishan,11,,29.05,112.283333
cn,chishan,Chishan,20,,42.29,116.416389
cn,chishan,Chishan,24,,35.613467,110.958542
cn,chishan,Chishan,25,,35.615833,115.641389
cn,chishan,Chishan,26,,34.441389,107.617778
cn,chishancun,Chishancun,30,,22.945765,114.117007
cn,chishangchai,Chishangchai,10,,37.362222,114.337778
cn,chishang,Chishang,02,,28.679167,120.855278
cn,chishanhsiatsun,Chishanhsiatsun,02,,29.6925,121.310833
cn,chishanhsiencheng,Chishanhsiencheng,26,,34.441389,107.617778
cn,chishanhsien,Chishanhsien,24,,35.613467,110.958542
cn,chishanhsien,Chishanhsien,26,,34.441389,107.617778
cn,chishanji,Chishanji,25,,36.933333,122.387778
cn,chishan linchang,Chishan Linchang,03,,26.921389,114.534167
cn,chishan linchang,Chishan Linchang,07,,23.634444,117.403889
cn,chishanpu,Chishanpu,15,,34.219167,105.341944
cn,chishantsun,Chishantsun,24,,35.05,110.483333
cn,chishanzi,Chishanzi,15,,34.977794,104.693595
cn,chishatang,Chishatang,04,,31.585861,120.961471
cn,chisha xiang,Chisha Xiang,01,,30.990226,118.132429
cn,chishe,Chishe,18,,24.916667,104.783333
cn,chishenyen,Chishenyen,24,,37.616667,110.95
cn,chishi,Chishi,02,,28.133297,119.443023
cn,chishi,Chishi,03,,25.549444,114.648333
cn,chishi,Chishi,07,,23.621944,117.402778
cn,chishi,Chishi,11,,25.516389,113.178611
cn,chishi,Chishi,30,,22.879466,115.069013
cn,chishigang,Chishigang,03,,29.037352,115.53905
cn,chishihchieh,Chishihchieh,02,,29.216389,121.490833
cn,chishih,Chishih,24,,36.042778,112.293333
cn,chishih,Chishih,30,,23.0681,114.012362
cn,chishikeng,Chishikeng,31,,18.737496,110.288978
cn,chishiping,Chishiping,11,,29.673333,110.504722
cn,chishiqiao,Chishiqiao,24,,36.821111,112.311389
cn,chishiwan,Chishiwan,07,,23.614716,117.230126
cn,chishiyan,Chishiyan,03,,29.508139,115.695643
cn,chishiyu,Chishiyu,24,,35.837964,111.572086
cn,chishou,Chishou,02,,28.549198,119.368412
cn,chishou,Chishou,11,,28.316667,109.716667
cn,chishouhsien,Chishouhsien,11,,28.316667,109.716667
cn,chishuchi,Chishuchi,25,,34.966667,116.183333
cn,chishu,Chishu,04,,31.731389,120.056111
cn,chishu,Chishu,05,,44.316667,126.8
cn,chishuchuang,Chishuchuang,10,,39.833333,118.033333
cn,chishuichen,Chishuichen,01,,30.1,116.683333
cn,chishuichi,Chishuichi,09,,33.733333,115.4
cn,chishui,Chishui,01,,30.1,116.683333
cn,chishui,Chishui,03,,25.769722,113.987778
cn,chishui,Chishui,05,,43.666667,127.25
cn,chishui,Chishui,07,,25.016111,117.375
cn,chishui,Chishui,09,,33.733333,115.4
cn,chishui,Chishui,12,,30.45113,115.255931
cn,chishui,Chishui,16,,23.433333,111.133333
cn,chishui,Chishui,18,,28.572222,105.706667
cn,chishui,Chishui,26,,34.50723,109.642435
cn,chishui,Chishui,30,,23.415278,116.490278
cn,chishui,Chishui,32,,27.727415,105.578891
cn,chishuicun,Chishuicun,03,,26.433857,115.821784
cn,chishuihe,Chishuihe,32,,27.727415,105.578891
cn,chishuiho,Chishuiho,32,,27.727415,105.578891
cn,chishuihsiencheng,Chishuihsiencheng,03,,27.198994,115.119628
cn,chishuihsiencheng,Chishuihsiencheng,12,,30.45113,115.255931
cn,chishuikeng,Chishuikeng,03,,25.163187,115.707995
cn,chishuikeng,Chishuikeng,30,,24.07908,114.373563
cn,chishuikou,Chishuikou,01,,30.1,116.683333
cn,chishuipu,Chishuipu,32,,30.446836,104.460193
cn,chishui shi,Chishui Shi,18,,28.572222,105.706667
cn,chishuisi,Chishuisi,32,,32.190916,104.425429
cn,chishuiting,Chishuiting,18,,28.572222,105.706667
cn,chishuixi,Chishuixi,07,,23.750909,117.151995
cn,chishuiyang,Chishuiyang,02,,28.150278,120.851111
cn,chishuiyang,Chishuiyang,07,,25.241673,116.540397
cn,chishuiyuan,Chishuiyuan,07,,25.658333,117.671667
cn,chishui zhen,Chishui Zhen,03,,26.701267,116.363133
cn,chishui zhen,Chishui Zhen,26,,34.50723,109.642435
cn,chishukeng,Chishukeng,07,,24.08,117.081111
cn,chishukeng,Chishukeng,30,,23.679167,116.744444
cn,chishumiao,Chishumiao,04,,32.609722,119.508333
cn,chishunting,Chishunting,18,,28.572222,105.706667
cn,chishuping,Chishuping,07,,24.496456,116.809351
cn,chishutzu,Chishutzu,30,,20.693056,110.264722
cn,chishuxia,Chishuxia,30,,23.295904,114.950805
cn,chishuyenchen,Chishuyenchen,04,,31.731389,120.056111
cn,chishuyen,Chishuyen,04,,31.731389,120.056111
cn,chisong,Chisong,02,,30.096721,119.987364
cn,chisong,Chisong,05,,42.579958,127.00562
cn,chisongping,Chisongping,29,,24.917668,102.618806
cn,chisong xiang,Chisong Xiang,05,,42.579958,127.00562
cn,chissumiao,Chissumiao,09,,32.383333,115.516667
cn,chisui,Chisui,31,,18.51316,108.923491
cn,chisuipan,Chisuipan,26,,37.416667,107.6
cn,chitaichen,Chitaichen,13,,44.016667,89.466667
cn,chitai,Chitai,13,,43.8,89.866667
cn,chitai,Chitai,20,,41.549444,113.533889
cn,chitaichiuchih,Chitaichiuchih,13,,43.8,89.866667
cn,chitaiho,Chitaiho,08,,45.8,130.85
cn,chitaihsien,Chitaihsien,13,,43.8,89.866667
cn,chitamu,Chitamu,05,,44.366667,126.333333
cn,chitan,Chitan,01,,30.733333,118.458333
cn,chitan,Chitan,03,,24.948469,115.740993
cn,chitan,Chitan,07,,26.713461,117.139395
cn,chitan,Chitan,11,,26.375278,113.443611
cn,chitan,Chitan,18,,28.480833,108.456667
cn,chitangchiao,Chitangchiao,02,,30.48622,120.531117
cn,chitang,Chitang,02,,27.968333,120.574444
cn,chitang,Chitang,03,,26.312909,116.011974
cn,chitang,Chitang,07,,24.192971,117.010589
cn,chitang,Chitang,14,,30.75,97.3
cn,chitang,Chitang,16,,22.966667,108.633333
cn,chitang,Chitang,22,,39.965556,115.686667
cn,chitang,Chitang,30,,22.620448,112.136012
cn,chitang,Chitang,31,,18.512684,108.936337
cn,chitanghsu,Chitanghsu,16,,22.966667,108.633333
cn,chitangpu,Chitangpu,11,,26.666667,110.7
cn,chitangtou,Chitangtou,04,,32.518971,120.974591
cn,chitangwan,Chitangwan,32,,28.102314,104.801054
cn,chitanhsu,Chitanhsu,03,,24.948469,115.740993
cn,chitantou,Chitantou,07,,26.838183,116.923215
cn,chitanzhen,Chitanzhen,01,,30.733333,118.45
cn,chitao,Chitao,04,,34.166667,119.85
cn,chitao,Chitao,24,,37.846111,110.981944
cn,chitaochuantzu,Chitaochuantzu,19,,41.603333,120.418889
cn,chitaoho,Chitaoho,22,,40.834167,116.707778
cn,chitaohotzu,Chitaohotzu,19,,42.036667,125.024444
cn,chitaokou,Chitaokou,04,,34.351815,119.598374
cn,chitaokou,Chitaokou,05,,41.547134,126.303063
cn,chitaokou,Chitaokou,10,,41.183333,118.9
cn,chitaotsun,Chitaotsun,24,,37.846111,110.981944
cn,chitaowantzu,Chitaowantzu,20,,42.514722,119.641389
cn,chitechuan,Chitechuan,20,,42.925,118.958333
cn,chitian,Chitian,03,,28.617222,115.474167
cn,chitian,Chitian,07,,23.808435,117.050683
cn,chitian,Chitian,30,,23.284128,112.608377
cn,chitian,Chitian,31,,18.415833,109.725
cn,chitianzhen,Chitianzhen,03,,28.64814,115.43569
cn,chitienchen,Chitienchen,32,,30.31145,104.021702
cn,chitien,Chitien,06,,33.8,99.866667
cn,chitien,Chitien,07,,24.797524,118.533642
cn,chitien,Chitien,30,,24.575411,112.090493
cn,chitien ling,Chitien Ling,11,,25.391111,112.871111
cn,chitingchiaochen,Chitingchiaochen,04,,31.433333,119.866667
cn,chitingchiao,Chitingchiao,04,,31.433333,119.866667
cn,chiting,Chiting,12,,31.0125,114.744444
cn,chitouban famuchang,Chitouban Famuchang,07,,25.734167,117.510833
cn,chitouchen,Chitouchen,01,,30.010528,118.46731
cn,chitou,Chitou,01,,29.966667,117.75
cn,chitou,Chitou,02,,28.013396,118.750395
cn,chitou,Chitou,03,,29.03309,117.252981
cn,chitou,Chitou,07,,26.189539,118.07843
cn,chitou,Chitou,16,,25.2,110.133333
cn,chitou,Chitou,30,,20.941944,109.897222
cn,chitou,Chitou,31,,19.077885,109.323515
cn,chitouji,Chitouji,25,,35.159167,116.952778
cn,chitouting,Chitouting,07,,25.723889,118.980556
cn,chitoutsun,Chitoutsun,02,,27.988123,120.952942
cn,chitouyen,Chitouyen,02,,28.8975,120.927222
cn,chitsao,Chitsao,04,,32.633333,120.6
cn,chitsaoho,Chitsaoho,04,,32.633333,120.6
cn,chitsechengkuan,Chitsechengkuan,10,,36.926111,114.865278
cn,chitse,Chitse,10,,36.926111,114.865278
cn,chitsehsien,Chitsehsien,10,,36.926111,114.865278
cn,chitsunchen,Chitsunchen,24,,37.330278,111.965278
cn,chitsun,Chitsun,01,,29.973056,117.945833
cn,chitsun,Chitsun,10,,36.935278,114.293056
cn,chitsun,Chitsun,11,,25.9575,112.152222
cn,chitsun,Chitsun,24,,37.330278,111.965278
cn,chitsun,Chitsun,25,,34.866667,117.516667
cn,chitszo,Chitszo,04,,33.15,120.383333
cn,chitu,Chitu,01,,30.233333,117.766667
cn,chitu,Chitu,03,,25.65,114.65
cn,chitu,Chitu,07,,26.765278,119.547222
cn,chitu,Chitu,18,,26.183333,106.683333
cn,chitu,Chitu,28,,39.203333,117.402778
cn,chitu,Chitu,31,,19.474928,110.316637
cn,chitudian,Chitudian,09,,33.892222,111.549444
cn,chitugang,Chitugang,07,,25.922251,116.703117
cn,chitugou,Chitugou,24,,39.136588,112.985618
cn,chitukang,Chitukang,01,,30.35,118.583333
cn,chitukou,Chitukou,06,,34.45,95.233333
cn,chituling,Chituling,01,,30.466667,116.316667
cn,chitulou,Chitulou,07,,24.228423,117.002246
cn,chitulun,Chitulun,07,,25.068056,117.881944
cn,chitunchen,Chitunchen,24,,39.959092,112.096051
cn,chitun,Chitun,24,,39.959092,112.096051
cn,chitungchen,Chitungchen,08,,45.216667,131.083333
cn,chitung,Chitung,04,,31.811111,121.655
cn,chitung,Chitung,08,,45.216667,131.083333
cn,chitung,Chitung,11,,26.768369,112.108136
cn,chitung,Chitung,16,,24.016667,109.1
cn,chitung,Chitung,25,,36.548056,120.700556
cn,chitunghsien,Chitunghsien,04,,31.811111,121.655
cn,chitunghsien,Chitunghsien,25,,37.033333,117.6
cn,chitungping,Chitungping,11,,28.55,109.383333
cn,chitungyu,Chitungyü,19,,40.812222,123.148056
cn,chituozi,Chituozi,19,,41.357582,122.797033
cn,chitupo,Chitupo,12,,31.612235,112.246559
cn,chitupo,Chitupo,26,,34.82513,109.004657
cn,chitutu,Chitutu,02,,28.010641,120.760603
cn,chituwei,Chituwei,07,,24.979443,118.975221
cn,chituzhai,Chituzhai,07,,25.817778,118.12
cn,chitzuchiao,Chitzuchiao,11,,27.7325,112.220556
cn,chitzuhsien,Chitzuhsien,26,,35.861667,109.290556
cn,chitzuli,Chitzuli,01,,30.001698,118.740577
cn,chitzuyuan,Chitzuyüan,29,,22.710278,103.918611
cn,chiuai,Chiuai,02,,29.851977,121.631614
cn,chiuaihun,Chiuaihun,08,,49.983333,127.466667
cn,chiuanting,Chiuanting,26,,37.199444,109.468333
cn,chiuantse,Chiuantse,24,,36.289603,111.914535
cn,chiuantu,Chiuantu,05,,42.5775,128.334167
cn,chiuantzu,Chiuantzu,10,,39.383333,116.733333
cn,chiuao,Chiuao,02,,29.806111,121.855278
cn,chiuchan,Chiuchan,05,,43.95,126.466667
cn,chiuchan,Chiuchan,08,,50.633333,125.833333
cn,chiuchangchiang,Chiuchangchiang,31,,19.310825,108.68999
cn,chiuchang,Chiuchang,18,,26.95,106.7
cn,chiuchangchiu,Chiuchangchiu,25,,36.633333,117.45
cn,chiuchangko,Chiuchangko,09,,34.238889,113.845278
cn,chiuchangshan,Chiuchangshan,25,,36.883333,117.833333
cn,chiuchanpu,Chiuchanpu,10,,40.533333,115.633333
cn,chiuchen,Chiuchen,07,,24.050556,117.702222
cn,chiuchen,Chiuchen,29,,24.733333,98.083333
cn,chiuchengchen,Chiuchengchen,10,,38.009167,115.381389
cn,chiuchengchen,Chiuchengchen,15,,34.68885,103.352424
cn,chiuchengchi,Chiuchengchi,01,,33.3,116.25
cn,chiuchengchi,Chiuchengchi,25,,35.680556,115.505278
cn,chiucheng,Chiucheng,01,,33.3,116.25
cn,chiucheng,Chiucheng,10,,38.009167,115.381389
cn,chiucheng,Chiucheng,15,,34.68885,103.352424
cn,chiucheng,Chiucheng,16,,22.291667,107.744167
cn,chiucheng,Chiucheng,18,,28.738056,107.688611
cn,chiucheng,Chiucheng,25,,35.680556,115.505278
cn,chiucheng,Chiucheng,26,,31.866667,109.516667
cn,chiucheng,Chiucheng,29,,25.448286,99.556102
cn,chiuchengho,Chiuchengho,07,,27.364391,118.857109
cn,chiuchengmai,Chiuchengmai,31,,19.964219,110.119327
cn,chiuchenhsu,Chiuchenhsü,07,,24.050556,117.702222
cn,chiuchenkang,Chiuchenkang,29,,24.116667,99.383333
cn,chiuchenpa,Chiuchenpa,26,,32.45,107.883333
cn,chiuchenyuan,Chiuchenyüan,29,,23.8,100.833333
cn,chiuchiachai,Chiuchiachai,23,,31.105833,121.803889
cn,chiuchiachiao,Chiuchiachiao,04,,33.566667,119.35
cn,chiuchiachi,Chiuchiachi,03,,28.85,114.983333
cn,chiuchiachieh,Chiuchiachieh,03,,28.85,114.983333
cn,chiuchia,Chiuchia,04,,31.5,120.783333
cn,chiuchiang,Chiuchiang,03,,29.60794,115.887205
cn,chiuchiang,Chiuchiang,30,,22.834925,113.008205
cn,chiuchiangchuan,Chiuchiangchuan,29,,24.424167,102.805
cn,chiuchianghsien,Chiuchianghsien,03,,29.733333,115.983333
cn,chiuchianghsu,Chiuchianghsü,30,,22.834925,113.008205
cn,chiuchianghua,Chiuchianghua,11,,25.186667,111.571667
cn,chiuchiangshih,Chiuchiangshih,03,,29.733333,115.983333
cn,chiuchiao,Chiuchiao,04,,33.566667,119.35
cn,chiuchiapang,Chiuchiapang,04,,31.5,120.783333
cn,chiuchiapeng,Chiuchiapeng,23,,31.105833,121.803889
cn,chiuchiatien,Chiuchiatien,08,,46.346111,126.283611
cn,chiuchiayenchiao,Chiuchiayenchiao,02,,28.218333,121.351111
cn,chiuchichien,Chiuchichien,20,,53.133333,120.65
cn,chiuchi,Chiuchi,01,,33.95,117.5
cn,chiuchi,Chiuchi,04,,32.830833,118.306111
cn,chiuchi,Chiuchi,12,,31.815,111.998333
cn,chiuchieh,Chiuchieh,02,,29.851977,121.631614
cn,chiuchieh,Chiuchieh,24,,37.866667,113.383333
cn,chiuchieh,Chiuchieh,30,,22.577413,113.870488
cn,chiuchiencheng,Chiuchiencheng,11,,28.25,109.7
cn,chiuchienchiang,Chiuchienchiang,16,,23.633333,108.966667
cn,chiuchien,Chiuchien,18,,25.610278,108.011944
cn,chiuchienyang,Chiuchienyang,11,,27.185012,109.765432
cn,chiuchihchen,Chiuchihchen,02,,28.530135,119.399016
cn,chiuchih,Chiuchih,02,,28.530135,119.399016
cn,chiuchih,Chiuchih,06,,33.433333,101.433333
cn,chiuchihtien,Chiuchihtien,02,,28.293056,121.354444
cn,chiuchin,Chiuchin,03,,29.169445,115.678951
cn,chiuchingcheng,Chiuchingcheng,25,,37.183333,117.7
cn,chiuchingchiang,Chiuchingchiang,03,,28.033333,115.383333
cn,chiuchingchi,Chiuchingchi,18,,27.124722,108.732778
cn,chiuchingchieh,Chiuchingchieh,03,,29.169445,115.678951
cn,chiuching,Chiuching,01,,31.347778,116.788889
cn,chiuching,Chiuching,02,,29.421667,121.870278
cn,chiuching,Chiuching,03,,29.169445,115.678951
cn,chiuching,Chiuching,04,,32.6,119.533333
cn,chiuching,Chiuching,08,,48.466667,125.4
cn,chiuchingchuan,Chiuchingchuan,32,,32.416667,104.95
cn,chiuchinghsing,Chiuchinghsing,10,,37.998056,114.015556
cn,chiuchingping,Chiuchingping,25,,36.752222,116.069167
cn,chiuchingshih,Chiuchingshih,03,,29.169445,115.678951
cn,chiuchingte,Chiuchingte,16,,23.4175,106.309167
cn,chiuchingyun,Chiuchingyun,10,,37.883333,117.383333
cn,chiuchintang,Chiuchintang,32,,30.883333,104.316667
cn,chiuchintun,Chiuchintun,08,,47.9225,124.171667
cn,chiuchinyuan,Chiuchinyüan,24,,37.726944,112.470833
cn,chiuchitai,Chiuchitai,13,,43.8,89.866667
cn,chiuchitung,Chiuchitung,25,,37.033333,117.6
cn,chiu,Chiu,10,,36.715556,115.157222
cn,chiuchiuhsien,Chiuchiuhsien,10,,36.715556,115.157222
cn,chiuchou,Chiuchou,10,,39.500556,116.56
cn,chiuchou,Chiuchou,16,,22.4,108.933333
cn,chiuchou,Chiuchou,18,,26.991111,107.781944
cn,chiuchou,Chiuchou,26,,33.183333,106.7
cn,chiuchouhsu,Chiuchouhsü,16,,22.4,108.933333
cn,chiuchoupu,Chiuchoupu,26,,33.183333,106.7
cn,chiuchuanchen,Chiuchuanchen,02,,28.866667,118.316667
cn,chiuchuancheng,Chiuchüancheng,25,,35.563611,115.497778
cn,chiuchuan,Chiuchuan,02,,28.866667,118.316667
cn,chiuchuan,Chiuchuan,15,,39.743183,98.517363
cn,chiuchuan,Chiuchuan,24,,36.766667,111.533333
cn,chiuchuang,Chiuchuang,18,,27.137222,106.505556
cn,chiuchuang,Chiuchuang,24,,36.583333,112.933333
cn,chiuchuangko,Chiuchuangko,10,,40.156389,115.615278
cn,chiuchuangwo,Chiuchuangwo,10,,40.156389,115.615278
cn,chiuchuanhsien,Chiuchuanhsien,15,,39.743183,98.517363
cn,chiuchuanshih,Chiuchuanshih,15,,39.743183,98.517363
cn,chiuchuchen,Chiuchuchen,04,,31.618056,121.148889
cn,chiuchuchi,Chiuchuchi,09,,33.533333,115.333333
cn,chiuchuching,Chiuchuching,29,,25.483333,103.783333
cn,chiuchu,Chiuchu,04,,31.618056,121.148889
cn,chiuchu,Chiuchu,09,,33.533333,115.333333
cn,chiuchu,Chiuchu,25,,35.066667,118.383333
cn,chiuchungan,Chiuchungan,07,,27.766667,118.016667
cn,chiuchungtu,Chiuchungtu,16,,24.680833,109.695833
cn,chiuchungyen,Chiuchungyen,09,,32.695556,111.785
cn,chiuchuwo,Chiuchuwo,24,,35.642013,111.467224
cn,chiuenhsien,Chiuenhsien,25,,37.145556,116.265
cn,chiufanchih,Chiufanchih,24,,39.189918,113.264014
cn,chiufang,Chiufang,02,,28.399444,121.143889
cn,chiufang,Chiufang,26,,34.814506,107.392744
cn,chiufang,Chiufang,29,,22.483333,99.983333
cn,chiufangshan,Chiufangshan,24,,37.986111,111.310833
cn,chiufanhsien,Chiufanhsien,09,,35.833333,115.683333
cn,chiufeihsien,Chiufeihsien,25,,35.260556,117.9675
cn,chiufen,Chiufen,02,,28.375278,121.489167
cn,chiufeng,Chiufeng,07,,24.251395,117.01195
cn,chiufeng,Chiufeng,30,,25.344535,113.373753
cn,chiufenghsien,Chiufenghsien,23,,30.915784,121.640404
cn,chiufenghsien,Chiufenghsien,26,,33.976898,106.651925
cn,chiufenghsu,Chiufenghsü,30,,25.344535,113.373753
cn,chiufengi,Chiufengi,16,,23.778613,106.897179
cn,chiufengjun,Chiufengjun,10,,39.833333,118.116667
cn,chiufengshun,Chiufengshun,30,,23.950564,116.195399
cn,chiufengyang,Chiufengyang,01,,32.879693,117.544652
cn,chiufengyangfucheng,Chiufengyangfucheng,01,,32.879693,117.544652
cn,chiufenti,Chiufenti,20,,42.606111,119.74
cn,chiufo,Chiufo,30,,23.356502,113.516398
cn,chiufohsu,Chiufohsü,30,,23.356502,113.516398
cn,chiufoping,Chiufoping,26,,33.794167,107.746111
cn,chiufouliang,Chiufouliang,03,,29.376389,117.246667
cn,chiufuchuan,Chiufuchuan,16,,24.834413,111.258021
cn,chiufuhsien,Chiufuhsien,19,,39.733333,121.733333
cn,chiufushun,Chiufushun,19,,41.855833,123.923333
cn,chiuhaining,Chiuhaining,02,,30.408129,120.534414
cn,chiuhaiyang,Chiuhaiyang,25,,36.7025,121.241111
cn,chiuhalakumu,Chiuhalakumu,13,,41.506111,86.223333
cn,chiuhao,Chiuhao,10,,42.032778,117.163611
cn,chiuhochih,Chiuhochih,16,,24.7,107.833333
cn,chiuho,Chiuho,30,,23.3775,116.785556
cn,chiuhochu,Chiuhochu,24,,39.387396,111.191154
cn,chiuhohsien,Chiuhohsien,16,,24.333333,111.65
cn,chiuhohsu,Chiuhohsü,30,,23.492435,115.052692
cn,chiuhoshih,Chiuhoshih,13,,42.2225,87.298056
cn,chiuhoshih,Chiuhoshih,30,,23.492435,115.052692
cn,chiuhouping,Chiuhouping,18,,28.85,108.083333
cn,chiuhsiachiang,Chiuhsiachiang,18,,25.755556,108.691944
cn,chiuhsiangchen,Chiuhsiangchen,02,,30.397778,120.719167
cn,chiuhsiangcheng,Chiuhsiangcheng,09,,33.216667,114.833333
cn,chiuhsiang,Chiuhsiang,04,,32.6,119.533333
cn,chiuhsiangling,Chiuhsiangling,24,,36.027222,111.4
cn,chiuhsiangtu,Chiuhsiangtu,16,,23.232222,106.956944
cn,chiuhsiaopalinpeitzufu,Chiuhsiaopalinpeitzufu,20,,43.983333,119.183333
cn,chiuhsichen,Chiuhsichen,32,,29.910313,104.621247
cn,chiuhsichiang,Chiuhsichiang,11,,27.655556,110.613611
cn,chiuhsi,Chiuhsi,11,,29.181015,111.271744
cn,chiuhsichuan,Chiuhsichuan,09,,32.981944,111.375278
cn,chiuhsienchen,Chiuhsienchen,01,,31.186839,118.061395
cn,chiuhsienchen,Chiuhsienchen,02,,29.802222,119.625
cn,chiuhsienchen,Chiuhsienchen,09,,33.495449,113.299653
cn,chiuhsienchen,Chiuhsienchen,10,,37.85,117.133333
cn,chiuhsienchen,Chiuhsienchen,24,,39.166389,111.207222
cn,chiuhsienchi,Chiuhsienchi,01,,33.205,115.585
cn,chiuhsien,Chiuhsien,01,,31.186839,118.061395
cn,chiuhsien,Chiuhsien,02,,29.802222,119.625
cn,chiuhsien,Chiuhsien,07,,25.633333,118.8
cn,chiuhsien,Chiuhsien,09,,33.495449,113.299653
cn,chiuhsien,Chiuhsien,10,,36.715556,115.157222
cn,chiuhsien,Chiuhsien,12,,31.12,111.612222
cn,chiuhsien,Chiuhsien,22,,40.550278,116.09
cn,chiuhsien,Chiuhsien,23,,30.915784,121.640404
cn,chiuhsien,Chiuhsien,24,,39.166389,111.207222
cn,chiuhsien,Chiuhsien,25,,36.15,117.216667
cn,chiuhsien,Chiuhsien,26,,35.864722,109.559444
cn,chiuhsien,Chiuhsien,33,,29.860556,106.201944
cn,chiuhsienchuang,Chiuhsienchuang,25,,36.15,117.216667
cn,chiuhsienfou,Chiuhsienfou,02,,29.802222,119.625
cn,chiuhsienpu,Chiuhsienpu,03,,28.783333,114.95
cn,chiuhsientang,Chiuhsientang,03,,28.783333,114.95
cn,chiuhsienyang,Chiuhsienyang,03,,28.783333,114.95
cn,chiuhsihsien,Chiuhsihsien,09,,32.343611,114.729444
cn,chiuhsinchen,Chiuhsinchen,10,,38.990833,116.365278
cn,chiuhsincheng,Chiuhsincheng,10,,39.241389,115.980556
cn,chiuhsingchi,Chiuhsingchi,18,,27.518611,109.204167
cn,chiuhsinhui,Chiuhsinhui,30,,22.455995,113.048197
cn,chiuhsinkang,Chiuhsinkang,04,,31.058333,120.741667
cn,chiuhsinle,Chiuhsinle,10,,38.396111,114.786667
cn,chiuhsinlo,Chiuhsinlo,10,,38.396111,114.786667
cn,chiuhsishui,Chiuhsishui,18,,28.613611,106.081389
cn,chiuhsiujen,Chiuhsiujen,16,,24.416667,110.25
cn,chiuhsu,Chiuhsü,16,,22.516667,108.966667
cn,chiuhsukou,Chiuhsükou,24,,37.5575,112.500278
cn,chiuhsunho,Chiuhsünho,08,,49.35,128.083333
cn,chiuhuachen,Chiuhuachen,04,,32.138611,120.657778
cn,chiuhuachieh,Chiuhuachieh,01,,30.483333,117.8
cn,chiuhua,Chiuhua,01,,30.483333,117.8
cn,chiuhuahsien,Chiuhuahsien,30,,23.49826,113.286394
cn,chiuhuaijen,Chiuhuaijen,19,,41.264722,125.366667
cn,chiuhuangping,Chiuhuangping,18,,26.991111,107.781944
cn,chiuhuantai,Chiuhuantai,25,,36.95,117.916667
cn,chiuhuaping,Chiuhuaping,29,,26.616667,101.271538
cn,chiuhuashan,Chiuhuashan,04,,32.138611,120.657778
cn,chiuhu,Chiuhu,25,,37.033333,117.6
cn,chiuhuinan,Chiuhuinan,05,,42.6225,126.261389
cn,chiuian,Chiuian,08,,47.466667,125.383333
cn,chiui,Chiui,02,,29.851977,121.631614
cn,chiui,Chiui,11,,25.365556,111.992222
cn,chiuihsien,Chiuihsien,25,,34.757778,117.58
cn,chiuihuang,Chiuihuang,03,,27.545659,116.214565
cn,chiuining,Chiuining,16,,25.374444,110.063333
cn,chiujaoping,Chiujaoping,30,,23.982606,116.831491
cn,chiujungcheng,Chiujungcheng,25,,37.363333,122.549167
cn,chiujunghsien,Chiujunghsien,16,,25.066667,109.25
cn,chiujungtse,Chiujungtse,09,,34.877778,113.529444
cn,chiukaiping,Chiukaiping,30,,22.478027,112.55213
cn,chiukanen,Chiukanen,31,,18.851571,108.640365
