say,Segizsay,07,,50.416667,53.166667
kz,shokay,Shokay,12,,50.4,72.983333
kz,shokirtam,Shokirtam,13,,49.766667,64.183333
kz,shokkaragay,Shokkaragay,16,,53.444722,68.0825
kz,shokpak,Shokpak,16,,52.420556,66.963611
kz,shokpak,Shokpak,17,,42.616667,70.566667
kz,shokpar,Shokpar,11,,52.924167,76.235556
kz,shokpar,Shokpar,17,,43.126667,74.853611
kz,shokpartogay,Shokpartogay,06,,47.05,53.9
kz,shoktal',Shoktal',11,,51.8,78.983333
kz,shoktas,Shoktas,10,,43.416667,68.6
kz,shoktybay,Shoktybay,07,,51.169167,53.935
kz,shoku,Shoku,12,,49.2,70.816667
kz,shokybay,Shokybay,15,,48.6,82.683333
kz,shoky,Shoky,16,,52.783333,70.783333
kz,shokysy,Shokysy,14,,47.266667,60.983333
kz,sholakay,Sholakay,01,,44.083333,79.966667
kz,sholak-doshchan,Sholak-Doshchan,16,,54.583333,69.566667
kz,sholakespe,Sholakespe,10,,45.190278,68.138333
kz,sholakespe,Sholakespe,15,,49.4,79.266667
kz,sholakkayyn,Sholakkayyn,15,,49.4275,82.458333
kz,sholakkopa,Sholakkopa,13,,51.557222,63.8125
kz,sholakkorgan,Sholakkorgan,10,,43.765,69.181389
kz,sholak-koyrakty,Sholak-Koyrakty,04,,49.55,60.083333
kz,sholakozek,Sholakozek,01,,45.6,79.516667
kz,sholakozek,Sholakozek,16,,53.564722,68.173333
kz,sholaksandykskiy pyatyy,Sholaksandykskiy Pyatyy,03,,51.566667,66.6
kz,sholaksandykskiy,Sholaksandykskiy,03,,51.640833,66.767778
kz,sholaksandykskiy tretiy,Sholaksandykskiy Tretiy,03,,51.633333,66.45
kz,sholaksay,Sholaksay,13,,51.768056,64.7825
kz,sholak,Sholak,01,,43.133333,79.933333
kz,sholakterek,Sholakterek,13,,52.590556,64.505278
kz,sholansay,Sholansay,11,,53.441389,73.608611
kz,sholaqasha,Sholaqasha,13,,52.141944,65.620278
kz,sholaqqkorghan,Sholaqqkorghan,10,,43.765,69.181389
kz,sholaqqopa,Sholaqqopa,13,,51.557222,63.8125
kz,sholaqsay,Sholaqsay,13,,51.768056,64.7825
kz,shol'kuduk,Shol'kuduk,04,,50.466667,58.566667
kz,shomankol',Shomankol',12,,50.4,75.75
kz,shomishkol,Shömishköl,14,,45.925278,61.677222
kz,shomshikol',Shomshikol',14,,45.925278,61.677222
kz,shomyshkol',Shomyshkol',14,,45.925278,61.677222
kz,shomysh,Shomysh,14,,46.4,61.883333
kz,shonay,Shonay,13,,53.601111,66.066389
kz,shondykol',Shondykol',04,,50.083333,60.533333
kz,shonzhy,Shonzhy,01,,43.541667,79.470278
kz,shoptikol,Shöptiköl,11,,51.256667,75.7675
kz,shoptikol',Shoptikol',12,,50.127222,75.701111
kz,shoptikol',Shoptikol',13,,52.813333,62.078889
kz,shoptikol',Shoptikol',16,,52.419722,66.738333
kz,shoptikol,Shöptiköl,16,,52.419722,66.738333
kz,shoptygak,Shoptygak,15,,50.2,80.45
kz,shoptykhak,Shoptykhak,15,,50.2,80.45
kz,shoptykol',Shoptykol',07,,49.705278,53.483889
kz,shoptykol',Shoptykol',11,,51.256667,75.7675
kz,shoptykol',Shoptykol',13,,49.28,63.758333
kz,shoptykul',Shoptykul',11,,51.256667,75.7675
kz,shoptykul',Shoptykul',12,,50.127222,75.701111
kz,shoptykul'skiy,Shoptykul'skiy,07,,51.169167,52.351667
kz,shoqpar,Shoqpar,17,,43.126667,74.853611
kz,shorasay,Shorasay,03,,50.888611,69.144444
kz,shora,Shora,14,,43.684167,67.353611
kz,shor-kur-kul',Shor-Kur-Kul',12,,50.283333,71.366667
kz,shornak,Shornak,10,,43.395556,68.017778
kz,shortanbay,Shortanbay,06,,46.610278,48.655278
kz,shortandinskaya,Shortandinskaya,03,,50.788333,72.497222
kz,shortandinskiy,Shortandinskiy,03,,51.666667,71.533333
kz,shortandy,Shortandy,03,,50.788333,72.497222
kz,shortay,Shortay,16,,53.631667,67.620833
kz,shoshanay,Shoshanay,01,,43.283333,79.316667
kz,shoshkakol',Shoshkakol',04,,47.183333,57.833333
kz,shoshkaly,Shoshkaly,07,,49.016667,49.883333
kz,shoshkaly,Shoshkaly,13,,51.133333,64.533333
kz,shotkalgan,Shotkalgan,12,,49.933333,71.366667
kz,shot-kolgan,Shot-Kolgan,12,,49.933333,71.366667
kz,shovgyr,Shovgyr,06,,47.814167,47.693333
kz,shoytyk,Shoytyk,07,,49.968333,49.431111
kz,shoyyndykol,Shoyyndyköl,03,,50.485833,67.308056
kz,shtral',Shtral',06,,48.083333,51.166667
kz,shtyrovka,Shtyrovka,16,,54.17,68.780278
kz,shuakbay,Shuakbay,13,,49.55,63.583333
kz,shuak,Shuak,07,,50.8,50.616667
kz,shuba kuduk,Shuba Kuduk,04,,49.144722,56.487222
kz,shubalang,Shubalang,13,,49.738611,63.575833
kz,shubalan,Shubalan,13,,49.738611,63.575833
kz,shubankol',Shubankol',13,,51.939722,63.0675
kz,shubarkol,Shubarköl,12,,48.882222,68.807222
kz,shubarkuduk,Shubarkuduk,04,11733,49.144722,56.487222
kz,shubarqudyq,Shubarqudyq,04,,49.144722,56.487222
kz,shubarshi,Shubarshi,04,8651,48.587222,57.186944
kz,shubarshiy,Shubarshiy,04,,48.85,54.383333
kz,shubar,Shubar,01,,44.55,78.966667
kz,shubartbala,Shubartbala,06,,46.683333,53.366667
kz,shubartengiz,Shubartengiz,13,,53.883333,61.7
kz,shubartobe,Shubartobe,04,,49.866667,56.733333
kz,shubar-tyube,Shubar-Tyube,04,,49.866667,56.733333
kz,shubinka,Shubinka,16,,52.5,70.833333
kz,shuga,Shuga,11,,52.5,75.016667
kz,shugyla,Shugyla,01,,43.208889,76.800833
kz,shukugul'd,Shukugul'd,06,,48.216667,47.2
kz,shukul'bay,Shukul'bay,04,,50.05,61.15
kz,shukurchiy,Shukurchiy,04,,48.216667,55.7
kz,shukurgul'd,Shukurgul'd,06,,48.216667,47.2
kz,shukurgul',Shukurgul',16,,53.125,67.301389
kz,shukurlyuk,Shukurlyuk,16,,53.269722,67.786667
kz,shukurshi,Shukurshi,04,,48.216667,55.7
kz,shukur,Shukur,13,,51.781389,64.454167
kz,shukyrkol',Shukyrkol',13,,48.689444,64.235
kz,shukyrkol',Shukyrkol',16,,53.125,67.301389
kz,shukyr,Shukyr,06,,48.033333,48.1
kz,shulaksandyksiy,Shulaksandyksiy,03,,51.640833,66.767778
kz,shulaksay,Shulaksay,04,,50.416667,57.083333
kz,shulaksay,Shulaksay,07,,49.666667,48.8
kz,shulak,Shulak,07,,49.55,49.166667
kz,shul'ba,Shul'ba,15,,50.383333,81.183333
kz,shul'binskiy,Shul'binskiy,15,,50.383333,81.183333
kz,shul'binsk,Shul'binsk,15,,50.3875,81.018056
kz,shul'kuduk,Shul'kuduk,04,,50.466667,58.566667
kz,shul'shubar,Shul'shubar,11,,53.1,75.033333
kz,shumek,Shumek,15,,48.666667,85.533333
kz,shumekty,Shumekty,13,,50.283333,64.2
kz,shumilin,Shumilin,07,,50.516667,50.716667
kz,shumnyy,Shumnyy,13,,53.911667,62.865833
kz,shumovsk,Shumovsk,15,,49.887778,84.400556
kz,shunay,Shunay,04,,50.933333,61.916667
kz,shungai,Shungai,07,,48.5375,46.766389
kz,shunga,Shunga,07,,48.6,46.9
kz,shungay,Shungay,07,,48.5375,46.766389
kz,shungqyrkol,Shungqyrköl,16,,53.865833,70.8475
kz,shunkar,Shunkar,01,,43.466667,80.166667
kz,shunkor,Shunkor,01,,43.466667,80.166667
kz,shunkurkol',Shunkurkol',16,,53.865833,70.8475
kz,shunkurkul',Shunkurkul',13,,52.266667,61.9
kz,shunkurkul'skiy,Shunkurkul'skiy,13,,52.266667,61.9
kz,shunkyrkol',Shunkyrkol',03,,51.053056,69.474167
kz,shunkyrkol',Shunkyrkol',12,,50.283333,71.366667
kz,shunkyrkol',Shunkyrkol',16,,53.865833,70.8475
kz,shuokbay,Shuokbay,13,,49.55,63.583333
kz,shuqyrkol,Shuqyrköl,13,,48.689444,64.235
kz,shuqyrkol,Shuqyrköl,16,,53.125,67.301389
kz,shuranskiy,Shuranskiy,07,,50.75,50.7
kz,shura,Shura,12,,50.104722,70.561389
kz,shurmanskiy,Shurmanskiy,07,,50.533333,50.45
kz,shurmin,Shurmin,07,,50.35,50.333333
kz,shurtboly,Shurtboly,03,,50.866667,70.433333
kz,shuruk,Shuruk,12,,49.6,67.166667
kz,shurumsay,Shurumsay,03,,51.172778,67.805
kz,shurum,Shurum,15,,50.366667,80.633333
kz,shushkala,Shushkala,07,,50.366667,54.2
kz,shu,Shu,17,39785,43.598333,73.761389
kz,shutybai,Shutybai,07,,48.7,48.05
kz,shutybay,Shutybay,07,,48.7,48.05
kz,shuvalovskiy,Shuvalovskiy,13,,52.916667,64.466667
kz,shuyskiy,Shuyskiy,03,,52.1,68.3
kz,shyganak,Shyganak,17,,44.830556,70.001944
kz,shygankol',Shygankol',07,,49.915556,52.798889
kz,shyghanaq,Shyghanaq,17,,44.830556,70.001944
kz,shyghys-qongyrat,Shyghys-Qongyrat,12,,47.006667,75.133611
kz,shylym,Shylym,12,,48.398333,75.392778
kz,shymkent,Shymkent,10,414059,42.3,69.6
kz,shymyldyq,Shymyldyq,15,,49.5,81.916667
kz,shymyrbay,Shymyrbay,10,,41.676944,68.820833
kz,shyngghyrlau,Shyngghyrlau,07,,51.095,54.081389
kz,shyngghystay,Shyngghystay,15,,49.185,85.873889
kz,shyngystay,Shyngystay,15,,49.185,85.873889
kz,shynqozha,Shynqozha,15,,47.743611,80.6375
kz,sibek,Sibek,01,,43.215278,76.765556
kz,sibirka,Sibirka,13,,54.416667,65.333333
kz,sibiryak,Sibiryak,04,,50.316667,58.133333
kz,sigiz-sary,Sigiz-Sary,10,,41.425833,69.119722
kz,sigzi,Sigzi,07,,50.833333,52.2
kz,siirlinskiy,Siirlinskiy,12,,49.6,75.616667
kz,siksimbay,Siksimbay,07,,49.916667,49.4
kz,silant'yevka,Silant'yevka,13,,53.088889,64.245
kz,sileti,Sileti,03,,52.166389,72.737222
kz,simaki,Simaki,16,,54.733333,67.8
kz,simakovskiy,Simakovskiy,16,,54.733333,67.8
kz,simferopol',Simferopol',13,,52.431944,65.368056
kz,simferopol'skiy,Simferopol'skiy,13,,52.431944,65.368056
kz,simferopol'skiy,Simferopol'skiy,16,,53.336389,69.027222
kz,simferopol'skoe,Simferopol'skoe,16,,53.336389,69.027222
kz,simferopol'skoye,Simferopol'skoye,16,,53.336389,69.027222
kz,simonovka,Simonovka,16,,52.643889,66.918333
kz,simonovskiy,Simonovskiy,13,,52.416667,62.133333
kz,sinegorsk,Sinegorsk,13,,52.795278,61.408889
kz,sinek,Sinek,09,,43.366667,53.400278
kz,sinitsino,Sinitsino,11,,52.783333,78.066667
kz,sinitsyno,Sinitsyno,11,,52.783333,78.066667
kz,sin'kovo,Sin'kovo,16,,55.220556,69.086111
kz,sinkurbayevskiy,Sinkurbayevskiy,03,,51.683333,68.716667
kz,sipe,Sipe,03,,51.203611,68.313611
kz,sirlinskiy,Sirlinskiy,12,,49.6,75.616667
kz,sitek,Sitek,07,,49.683333,53.883333
kz,sitnikov,Sitnikov,07,,49.383333,46.983333
kz,sivkovka,Sivkovka,16,,52.848333,66.978333
kz,sivkovo,Sivkovo,16,,55.216667,69.116667
kz,sivorkin,Sivorkin,07,,50.783333,51.1
kz,siyun,Siyun,06,,48.205,47.186944
kz,skak,Skak,15,,50.116667,80.433333
kz,skalistoye,Skalistoye,15,,49.583333,82.7
kz,skobelevka,Skobelevka,12,,50.384722,72.22
kz,skobelevskoye,Skobelevskoye,12,,50.384722,72.22
kz,skorobogatov,Skorobogatov,07,,50.85,50.783333
kz,skotovod,Skotovod,01,,43.795,77.683333
kz,skotovod,Skotovod,15,,47.833333,80.5
kz,skvorkino,Skvorkino,07,,50.783333,51.1
kz,skvorkin,Skvorkin,07,,50.783333,51.1
kz,skvortsovka,Skvortsovka,16,,54.805833,70.021111
kz,skvortsovskiy,Skvortsovskiy,16,,54.805833,70.021111
kz,sladkovodskoe,Sladkovodskoe,11,,52.965,73.897778
kz,sladkovodskoye,Sladkovodskoye,11,,52.965,73.897778
kz,sladkovodsk,Sladkovodsk,11,,52.965,73.897778
kz,sladkov,Sladkov,07,,50.883333,50.7
kz,slashchevka,Slashchevka,03,,51.766667,70.016667
kz,slashchevskoye,Slashchevskoye,03,,51.766667,70.016667
kz,slavenka,Slavenka,13,,53.344444,62.070278
kz,slavyanka,Slavyanka,10,,40.666667,68.533333
kz,slavyanka,Slavyanka,13,,53.063056,62.232778
kz,slavyanka,Slavyanka,16,,53.75,68.75
kz,slavyanovka,Slavyanovka,11,,53.923611,76.305
kz,slavyanski,Slavyanski,10,,40.666667,68.533333
kz,slavyanskiy,Slavyanskiy,10,,40.666667,68.533333
kz,slavyanskiy,Slavyanskiy,13,,53.063056,62.232778
kz,slavyanskoye,Slavyanskoye,03,,52.05,68.65
kz,slavyanskoye,Slavyanskoye,10,,40.666667,68.533333
kz,slavyanskoye,Slavyanskoye,11,,53.923611,76.305
kz,slivnoye,Slivnoye,16,,55.129444,68.259722
kz,slomikhino,Slomikhino,07,,49.666667,49.466667
kz,slomikhinskaya,Slomikhinskaya,07,,49.666667,49.466667
kz,smagul-atamsay,Smagul-Atamsay,15,,47.6,80.916667
kz,smaylovka,Smaylovka,13,,52.123333,62.700278
kz,smaylovskiy,Smaylovskiy,13,,52.123333,62.700278
kz,smiirnovo,Smiirnovo,16,,54.5125,69.422222
kz,smirnovka,Smirnovka,03,,51.936944,68.334167
kz,smirnovka,Smirnovka,13,,53.606389,62.1925
kz,smirnovka,Smirnovka,16,,54.766667,68.283333
kz,smirnovo,Smirnovo,16,,54.5125,69.422222
kz,smirnovskiy,Smirnovskiy,13,,53.606389,62.1925
kz,smirnovskiy,Smirnovskiy,16,,54.5125,69.422222
kz,smychka,Smychka,07,,50.533333,52.866667
kz,snegevevo,Snegevevo,15,,49.747778,84.067778
kz,snegirevo,Snegirevo,15,,49.747778,84.067778
kz,snigeveva,Snigeveva,15,,49.747778,84.067778
kz,sochinskiy,Sochinskiy,03,,50.998333,68.163889
kz,sochinskoe,Sochinskoe,03,,50.998333,68.163889
kz,sochinskoye,Sochinskoye,03,,50.998333,68.163889
kz,sofievka,Sofievka,03,,51.403889,71.704167
kz,sof'inskoye,Sof'inskoye,03,,51.403889,71.704167
kz,sofiyevka,Sofiyevka,03,,51.403889,71.704167
kz,sofiyevka,Sofiyevka,11,,52.833333,78.05
kz,sofiyevka,Sofiyevka,13,,52.5,63.583333
kz,sofiyevskiy,Sofiyevskiy,04,,48.766667,57.983333
kz,sofiyevskiy,Sofiyevskiy,11,,52.833333,78.05
kz,sogabiyen',Sogabiyen',01,,45.416667,79.233333
kz,sogakurus,Sogakurus,01,,45.383333,79.25
kz,soghyndy,Soghyndy,17,,43.437778,74.613611
kz,sogindy,Sogindy,17,,43.437778,74.613611
kz,sogornoye,Sogornoye,15,,49.211389,85.371111
kz,soizhol,Soizhol,13,,49.966667,63.35
kz,soka kuduk,Soka Kuduk,09,,44.3,50.55
kz,sokologorovka,Sokologorovka,16,,52.508333,67.869444
kz,sokolovka,Sokolovka,01,,45.6,80.466667
kz,sokolovka,Sokolovka,13,,52.976111,63.215278
kz,sokolovka,Sokolovka,16,,53.65,67.410833
kz,sokolovskiy,Sokolovskiy,04,,49.9,54.6
kz,sokolovskiy,Sokolovskiy,13,,52.976111,63.215278
kz,sokolovskoye,Sokolovskoye,16,,55.121389,69.2025
kz,sokolov,Sokolov,07,,51.383333,50.516667
kz,sokol'skoye,Sokol'skoye,03,,52.7225,68.546111
kz,sokol,Sokol,06,,47.266667,52.05
kz,sokol,Sokol,13,,54.333333,65.616667
kz,sokur-kurt,Sokur-Kurt,07,,48.481667,47.6475
kz,sokutash,Sokutash,12,,47.116667,73.016667
kz,sokyr-bulak,Sokyr-Bulak,04,,46.533333,57.5
kz,sokyrkart,Sokyrkart,07,,48.481667,47.6475
kz,sokyr,Sokyr,12,,49.711111,73.169444
kz,soldama,Soldama,04,,48.883333,62.166667
kz,soldatovo,Soldatovo,15,,49.215278,85.053611
kz,soldatovskiy khutor,Soldatovskiy Khutor,15,,48.733333,82.683333
kz,soldatovskiy,Soldatovskiy,15,,48.733333,82.683333
kz,soldatskoye,Soldatskoye,15,,49.5,82.75
kz,solek-bulak,Solek-Bulak,10,,43.683333,68.283333
kz,solnechnoye,Solnechnoye,11,,52.166667,77.866667
kz,solnechnyy,Solnechnyy,10,,52.05,75.5
kz,solnechnyy,Solnechnyy,15,,49.210833,81.218889
kz,solodovenikov,Solodovenikov,07,,51.383333,51.25
kz,solodovnikov,Solodovnikov,07,,50.983333,50.8
kz,solonovka,Solonovka,15,,49.304167,84.751111
kz,solotobe,Solotobe,14,,44.641667,66.049722
kz,solo-tyube,Solo-Tyube,14,,44.641667,66.049722
kz,solov'eva,Solov'eva,15,,49.628056,84.357778
kz,solov'yeva,Solov'yeva,15,,49.628056,84.357778
kz,solov'yevo,Solov'yevo,15,,49.628056,84.357778
kz,sol'prom,Sol'prom,01,,42.916667,79.233333
kz,soltkay,Soltkay,07,,48.45,49.183333
kz,solyanaya loshchina,Solyanaya Loshchina,07,,50.716667,50.583333
kz,solyk-bulak,Solyk-Bulak,10,,43.683333,68.283333
kz,somoviy,Somoviy,06,,47.2,51.9
kz,somsonovka,Somsonovka,17,,45.066667,74.25
kz,sonaly,Sonaly,07,,49.6,53.133333
kz,sonaly,Sonaly,12,,49.7,70.416667
kz,sonaly,Sonaly,13,,53.25,65.883333
kz,sopetovo,Sopetovo,03,,51.346111,69.945556
kz,sopoy,Sopoy,07,,49.983333,52.583333
kz,sorang,Sorang,12,,49.78,72.850556
kz,sorbalkash,Sorbalkash,04,,50.733333,62.15
kz,sorbulak,Sorbulak,04,,49.858889,55.728056
kz,sorbulak,Sorbulak,10,,41.766667,69.483333
kz,sorbulak,Sorbulak,14,,46.633333,62.266667
kz,sorbulaq,Sorbulaq,04,,49.858889,55.728056
kz,sorkamysh,Sorkamysh,07,,50.516667,49.983333
kz,sorkol',Sorkol',04,,48.95,57.266667
kz,sorkol',Sorkol',07,,50.25,54.133333
kz,sorkol',Sorkol',10,,41.922778,68.900556
kz,sorkulak,Sorkulak,13,,50.099722,65.250556
kz,sor-kul',Sor-Kul',04,,48.95,57.266667
kz,sorochinka,Sorochinka,06,,47.416667,51.816667
kz,sorochinka,Sorochinka,13,,53.343611,65.3525
kz,sorochinko,Sorochinko,06,,47.416667,51.816667
kz,sorochinskiy,Sorochinskiy,13,,53.343611,65.3525
kz,sorochirskaya,Sorochirskaya,06,,47.416667,51.816667
kz,sorok let kazakhskoy s.s.r.,Sorok Let Kazakhskoy S.S.R.,07,,50.813611,49.974444
kz,sorokovaya,Sorokovaya,05,,51.15,71.55
kz,sorolen,Sorolen,12,,47.555556,75.696111
kz,sorsha,Sorsha,13,,49.333333,64.280833
kz,sor,Sor,15,,50.283333,80.2
kz,sor-togay,Sor-Togay,04,,48.233333,57.75
kz,sortums,Sortums,01,,45.9,74.25
kz,sosay,Sosay,07,,50.466667,51.633333
kz,sosna,Sosna,13,,53.783333,64.566667
kz,sosnovka,Sosnovka,11,,52.716667,78.083333
kz,sosnovka,Sosnovka,15,,50.8775,81.045
kz,sosnovka,Sosnovka,16,,54.933611,69.714167
kz,sosnovskiy,Sosnovskiy,11,,52.716667,78.083333
kz,sosnovskoye,Sosnovskoye,11,,52.25,77.983333
kz,sospak,Sospak,03,,51.233333,67.016667
kz,sotnikovka,Sotnikovka,16,,52.811944,69.9775
kz,sotsialdy,Sotsialdy,01,,46.1,81.266667
kz,sotsialisticheskiy kazakhstan,Sotsialisticheskiy Kazakhstan,03,,51.075278,71.232778
kz,sotsialisticheskiy kazakhstan,Sotsialisticheskiy Kazakhstan,10,,41.053889,68.655833
kz,sotsialisticheskiy kurlys,Sotsialisticheskiy Kurlys,03,,51.275556,70.311389
kz,sotsialistik kazakhstan,Sotsialistik Kazakhstan,10,,41.053889,68.655833
kz,sotsializm,Sotsializm,07,,50.283333,53.6
kz,sotsializm,Sotsializm,10,,40.916667,68.383333
kz,sotsial,Sotsial,15,,47.7,82.85
kz,sotskazakhstan,Sotskazakhstan,03,,51.075278,71.232778
kz,sotskazakhstan,Sotskazakhstan,10,,41.053889,68.655833
kz,sotskurylys,Sotskurylys,03,,51.275556,70.311389
kz,souram,Souram,14,,43.483333,67.833333
kz,sovetskiy,Sovetskiy,03,,52.5,72.2
kz,sovetskiy,Sovetskiy,06,,46.65,49.666667
kz,sovetskiy,Sovetskiy,16,,54.430278,70.343611
kz,sovetskoe,Sovetskoe,16,,54.430278,70.343611
kz,sovetskoye,Sovetskoye,03,,51.774722,71.220278
kz,sovetskoye,Sovetskoye,10,,42.266667,70.25
kz,sovetskoye,Sovetskoye,16,,54.043889,68.416944
kz,sovet,Sovet,03,,51.774722,71.220278
kz,sovet,Sovet,16,,54.430278,70.343611
kz,sovkhoza krasnokutskiy,Sovkhoza Krasnokutskiy,11,,52.708611,73.720278
kz,sovkhoz aksay,Sovkhoz Aksay,01,,43.176389,76.763333
kz,sovkhoz aksay,Sovkhoz Aksay,02,,43.219444,76.831667
kz,sovkhoz arkalykskiy,Sovkhoz Arkalykskiy,13,,50.117778,66.573889
kz,sovkhoz aysarinskiy,Sovkhoz Aysarinskiy,16,,53.296111,71.896389
kz,sovkhoz bairkum,Sovkhoz Bairkum,10,,42.119444,68.141667
kz,sovkhoz berlik,Sovkhoz Berlik,14,,43.830556,67.492222
kz,sovkhoz burlukskiy,Sovkhoz Burlukskiy,16,,53.168889,67.975278
kz,sovkhoz chapayevskiy,Sovkhoz Chapayevskiy,11,,52.775,73.754167
kz,sovkhoz gornyy sadovod,Sovkhoz Gornyy Sadovod,01,,43.214167,77.101389
kz,sovkhoz iliyskiy,Sovkhoz Iliyskiy,01,,43.521944,76.829722
kz,sovkhoz imeni 50 let oktyabrya,Sovkhoz Imeni 50 Let Oktyabrya,10,,41.491944,68.031667
kz,sovkhoz imeni abaya,Sovkhoz Imeni Abaya,10,,41.289444,68.667222
kz,sovkhoz imeni akhunbayeva,Sovkhoz Imeni Akhunbayeva,10,,41.595278,68.329167
kz,sovkhoz imeni dvadtat' pervogo parts"yezda,Sovkhoz Imeni Dvadtat' Pervogo Parts"yezda,10,,41.173611,68.791667
kz,sovkhoz imeni dvadtsatyy part"syezda,Sovkhoz Imeni Dvadtsatyy Part"syezda,10,,41.006667,68.215278
kz,sovkhoz imeni dzhambula,Sovkhoz Imeni Dzhambula,10,,41.436667,68.255
kz,sovkhoz imeni g. murtabayeva,Sovkhoz Imeni G. Murtabayeva,10,,41.128611,68.733333
kz,sovkhoz imeni karla marksa,Sovkhoz Imeni Karla Marksa,10,,41.425833,69.119722
kz,sovkhoz imeni kirova,Sovkhoz Imeni Kirova,10,,40.991111,68.27
kz,sovkhoz imeni przheval'skogo,Sovkhoz Imeni Przheval'skogo,12,,50.476667,71.088611
kz,sovkhoz imeni pyat'desyat let oktyabrya,Sovkhoz Imeni Pyat'desyat Let Oktyabrya,10,,41.491944,68.031667
kz,sovkhoz imeni tridtsat' let kazakhstana,Sovkhoz Imeni Tridtsat' Let Kazakhstana,02,,43.341944,76.916389
kz,sovkhoz imeni zhdanova,Sovkhoz Imeni Zhdanova,11,,53.018056,75.926944
kz,sovkhoz industrialnyy,Sovkhoz Industrialnyy,12,,49.998611,71.494167
kz,sovkhoz kazakhstan,Sovkhoz Kazakhstan,01,,43.519444,77.775
kz,sovkhoz kelesskiy,Sovkhoz Kelesskiy,10,,41.322778,68.896111
kz,sovkhoz kiyevskiy,Sovkhoz Kiyevskiy,12,,50.1575,71.446944
kz,sovkhoz komarovskiy,Sovkhoz Komarovskiy,16,,53.261944,67.930556
kz,sovkhoz korostelevskiy,Sovkhoz Korostelëvskiy,15,,51.084722,80.53
kz,sovkhoz kuyuk,Sovkhoz Kuyuk,10,,41.975278,69.501389
kz,sovkhoz leningradskiy,Sovkhoz Leningradskiy,16,,53.685278,71.308333
kz,sovkhoz maytobe,Sovkhoz Maytobe,17,,43.018056,70.588611
kz,sovkhoz molodezhnyy,Sovkhoz Molodezhnyy,13,,50.211111,67.294444
kz,sovkhoznoe,Sovkhoznoe,16,,53.685278,71.308333
kz,sovkhoz novonikol'skiy,Sovkhoz Novonikol'skiy,03,,52.733333,68.733333
kz,sovkhoznoye,Sovkhoznoye,07,,50.813611,49.974444
kz,sovkhoznoye,Sovkhoznoye,16,,53.685278,71.308333
kz,sovkhoz otradnyy,Sovkhoz Otradnyy,03,,51.373333,66.486389
kz,sovkhoz poltavskiy,Sovkhoz Poltavskiy,03,,51.066667,69.7
kz,sovkhoz pukhal'skiy,Sovkhoz Pukhal'skiy,16,,52.903056,69.494444
kz,sovkhoz rentabel'nyy,Sovkhoz Rentabel'nyy,03,,51.783333,67.05
kz,sovkhoz shakhter,Sovkhoz Shakhter,12,,50.481389,71.399167
kz,sovkhoz srymbetskiy,Sovkhoz Srymbetskiy,16,,53.4825,67.991944
kz,sovkhoz yubileynyy,Sovkhoz Yubileynyy,10,,41.290556,68.075556
kz,soyuz-koshchi,Soyuz-Koshchi,17,,43.016667,70.633333
kz,soyuz-koshgi,Soyuz-Koshgi,17,,43.016667,70.633333
kz,soyuznoe,Soyuznoe,04,,50.8175,60.166944
kz,soyuznoye,Soyuznoye,04,,50.8175,60.166944
kz,sozaq,Sozaq,10,,44.142222,68.472222
kz,spartak,Spartak,07,,51.434167,52.084722
kz,spartak,Spartak,11,,52.688889,76.493889
kz,spasovka,Spasovka,15,,48.466667,85.3
kz,spasovka,Spasovka,16,,54.347222,67.72
kz,spasskiy,Spasskiy,03,,52.133333,68.566667
kz,spasskiy,Spasskiy,15,,48.466667,85.3
kz,spasskiy zavod,Spasskiy Zavod,12,,49.533056,73.273889
kz,spasskoye,Spasskoye,03,,52.133333,68.566667
kz,spasskoye,Spasskoye,16,,54.347222,67.72
kz,spassk,Spassk,12,,49.533056,73.273889
kz,spetsgorodok,Spetsgorodok,01,,43.34,76.885278
kz,spiridonovka,Spiridonovka,03,,50.966111,69.443889
kz,spiridonovka,Spiridonovka,13,,52.483333,61.866667
kz,sputnik,Sputnik,11,,51.125,78.045278
kz,sredigornoye,Sredigornoye,15,,49.5075,84.388611
kz,sretenka,Sretenka,13,,54.05,65.733333
kz,sretenskiy,Sretenskiy,11,,52.8,78.166667
kz,ssaraitschik,Ssaraitschik,06,,47.516667,51.75
kz,ssary-agatsch,Ssary-Agatsch,10,,41.45,69.166667
kz,stakhanovo,Stakhanovo,03,,51.728056,72.696667
kz,stakhanov,Stakhanov,03,,51.728056,72.696667
kz,stalinabad,Stalinabad,10,,42.75,68.4
kz,stalina,Stalina,10,,41.033333,68.533333
kz,stalina,Stalina,15,,46.95,81.483333
kz,stalingradskiy,Stalingradskiy,13,,51.631667,60.928056
kz,stalino,Stalino,01,,44.966667,78.25
kz,stalino,Stalino,16,,53.063889,68.643333
kz,stalinskiy,Stalinskiy,03,,52.458611,71.985833
kz,stalinskiy,Stalinskiy,07,,50.966667,52.233333
kz,stalinskiy,Stalinskiy,15,,47.916667,81.2
kz,stalinzhol,Stalinzhol,17,,42.533333,70.783333
kz,stamgazi,Stamgazi,06,,47.9,47.75
kz,stanovishche sary-bulak,Stanovishche Sary-Bulak,01,,43.683333,78.533333
kz,stanovishche targap,Stanovishche Targap,01,,43.333333,75.833333
kz,stanovoye,Stanovoye,16,,54.818889,68.319722
kz,stanovskoye,Stanovskoye,16,,54.818889,68.319722
kz,stantsionnyy,Stantsionnyy,13,,53.886667,61.869444
